,Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Shear Strength,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
0,AWS-E100C-K3-or-E69C-K3-Weld-Metal,190.0,18.0,0.29,73.0,770.0,700.0,250,1460,1410,470,48.0,13.0,7.9,9.0,3.4,7.8,1.7,23,53,130.0,1290.0,13.0,24.0,27.0,24.0,13.0,23.0,95.55,1.5,1.525,0.45,0.4,0.175,0.075,0.075,0.015,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AWS-E110C-K3-or-E76C-K3-Weld-Metal,190.0,17.0,0.29,73.0,870.0,760.0,250,1460,1410,470,48.0,13.0,7.9,9.0,3.4,7.8,1.7,23,53,140.0,1550.0,13.0,24.0,31.0,26.0,13.0,26.0,95.55,1.5,1.525,0.45,0.4,0.175,0.075,0.075,0.015,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AWS-E110C-K4-or-E76C-K4-Weld-Metal,190.0,17.0,0.29,73.0,850.0,780.0,250,1460,1410,470,41.0,13.0,8.0,9.2,3.5,7.8,1.7,23,54,140.0,1600.0,13.0,24.0,30.0,25.0,11.0,25.0,95.25,1.5,1.525,0.45,0.4,0.175,0.075,0.4,0.015,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AWS-E120C-K4-or-E83C-K4-Weld-Metal,190.0,17.0,0.29,73.0,950.0,840.0,250,1460,1410,470,41.0,13.0,8.0,9.2,3.5,7.8,1.7,23,54,160.0,1880.0,13.0,24.0,34.0,27.0,11.0,28.0,95.25,1.5,1.525,0.45,0.4,0.175,0.075,0.4,0.015,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AWS-E70C-B2L-or-E49C-B2L-W52130-Weld-Metal,190.0,21.0,0.29,73.0,580.0,460.0,260,1460,1420,470,39.0,13.0,7.5,8.6,3.0,7.8,1.6,22,54,110.0,550.0,13.0,24.0,20.0,20.0,11.0,17.0,96.55,0.1,0.7,0.525,0.425,0.175,0.025,1.25,0.015,0.0125,0.015,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AWS-E70C-Ni2-or-E49C-Ni2-W22030-Weld-Metal,190.0,27.0,0.29,72.0,560.0,450.0,250,1450,1410,470,52.0,13.0,7.5,8.6,3.3,7.8,1.6,22,51,140.0,540.0,13.0,24.0,20.0,19.0,14.0,17.0,96.19999999999999,2.3,0.65,0.0,0.45,0.175,0.04,0.0,0.015,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,AWS-E80C-B2-or-E55C-B2-W52030-Weld-Metal,190.0,22.0,0.29,73.0,630.0,530.0,260,1460,1420,470,39.0,13.0,7.5,8.6,3.0,7.8,1.6,22,53,130.0,740.0,13.0,24.0,22.0,21.0,11.0,18.0,96.6,0.1,0.7,0.525,0.425,0.0,0.08499999999999999,1.25,0.015,0.0125,0.015,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,AWS-E80C-B3L-or-E55C-B3L-W53130-Weld-Metal,190.0,19.0,0.29,73.0,620.0,540.0,260,1460,1420,470,41.0,13.0,7.7,8.8,4.0,7.8,1.8,24,60,110.0,760.0,13.0,24.0,22.0,21.0,11.0,18.0,95.0,0.1,0.7,1.05,0.425,0.175,0.025,2.25,0.015,0.0125,0.015,5.7,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,AWS-E80C-B6-or-E55C-B6-Weld-Metal,190.0,19.0,0.29,74.0,630.0,530.0,260,1450,1410,470,39.0,13.0,8.2,9.5,4.7,7.8,1.8,25,71,120.0,730.0,14.0,25.0,22.0,21.0,11.0,18.0,92.25,0.3,0.7,0.55,0.425,0.175,0.05,5.25,0.015,0.0125,0.0125,7.1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,AWS-E80C-B8-or-E55C-B8-Weld-Metal,190.0,19.0,0.28,75.0,620.0,540.0,270,1450,1410,470,25.0,13.0,9.1,11.0,6.5,7.8,2.1,28,89,110.0,740.0,14.0,25.0,22.0,21.0,6.9,17.0,88.05,0.1,0.7,1.0,0.425,0.175,0.05,9.25,0.015,0.0125,0.0125,13.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,AWS-E80C-Ni1-or-E55C-Ni1-W21030-Weld-Metal,190.0,27.0,0.29,72.0,620.0,540.0,250,1460,1420,470,40.0,13.0,7.4,8.5,2.6,7.8,1.6,21,49,160.0,770.0,13.0,24.0,22.0,21.0,11.0,18.0,97.15,0.9500000000000001,0.75,0.15,0.45,0.175,0.06,0.0,0.015,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,AWS-E80C-Ni2-or-E55C-Ni2-Weld-Metal,190.0,27.0,0.29,72.0,620.0,540.0,250,1450,1410,470,52.0,13.0,7.5,8.6,3.3,7.8,1.6,22,51,160.0,770.0,13.0,24.0,22.0,21.0,14.0,18.0,96.05,2.3,0.75,0.0,0.45,0.175,0.06,0.0,0.015,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AWS-E80C-Ni3-or-E55C-Ni3-W23030-Weld-Metal,190.0,27.0,0.29,72.0,630.0,530.0,260,1450,1410,470,51.0,13.0,7.4,8.5,3.9,7.8,1.7,23,53,160.0,740.0,13.0,24.0,22.0,21.0,14.0,19.0,95.05,3.3,0.75,0.0,0.45,0.175,0.06,0.0,0.015,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,AWS-E80C-W2-or-E55C-W2-Weld-Metal,190.0,25.0,0.29,72.0,620.0,540.0,260,1450,1410,470,39.0,13.0,7.5,8.7,2.6,7.8,1.5,20,51,150.0,770.0,13.0,24.0,22.0,21.0,10.0,18.0,96.45,0.6000000000000001,0.9,0.0,0.575,0.525,0.06,0.575,0.015,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,AWS-E90C-B3-or-E62C-B3-W53030-Weld-Metal,190.0,19.0,0.29,73.0,710.0,600.0,260,1460,1420,470,41.0,13.0,7.7,8.8,4.0,7.8,1.8,24,59,130.0,970.0,13.0,24.0,25.0,23.0,11.0,21.0,94.9,0.1,0.7,1.05,0.425,0.175,0.08499999999999999,2.25,0.015,0.0125,0.015,5.7,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,AWS-E90C-B9-or-E55C-B9-Weld-Metal,190.0,18.0,0.28,75.0,710.0,460.0,270,1460,1410,470,25.0,13.0,6.9,8.0,7.0,7.8,2.6,37,91,110.0,550.0,14.0,25.0,25.0,23.0,6.9,20.0,87.65,0.4,0.6,1.025,0.25,0.1,0.10500000000000001,9.25,0.22499999999999998,0.01,0.0075,13.0,0.060000000000000005,0.05,0.02,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,AWS-E90C-D2-or-E62C-D2-W19230-Weld-Metal,190.0,19.0,0.29,73.0,690.0,620.0,250,1460,1420,470,49.0,13.0,7.3,8.4,2.5,7.8,1.6,21,49,130.0,1010.0,13.0,24.0,25.0,22.0,13.0,20.0,97.05,0.0,1.45,0.5,0.45,0.175,0.06,0.0,0.015,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,AWS-E90C-K3-or-E62C-K3-Weld-Metal,190.0,55.0,0.29,73.0,710.0,600.0,250,1460,1410,470,48.0,13.0,7.9,9.0,3.4,7.8,1.7,23,53,370.0,980.0,13.0,24.0,25.0,22.0,13.0,21.0,95.55,1.5,1.525,0.45,0.4,0.175,0.075,0.075,0.015,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,AWS-ER100S-1-or-ER69S-1-K10882-Weld-Metal,190.0,18.0,0.29,73.0,770.0,700.0,250,1460,1410,470,49.0,13.0,7.7,8.9,3.6,7.8,1.8,24,54,130.0,1290.0,13.0,24.0,27.0,24.0,13.0,23.0,95.2,1.75,1.55,0.4,0.375,0.125,0.04,0.15,0.025,0.005,0.005,,0.0,0.0,0.05,0.05,0.05,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,AWS-ER110S-1-or-ER76S-1-K21015-Weld-Metal,190.0,17.0,0.29,73.0,870.0,740.0,250,1460,1410,470,47.0,13.0,7.7,8.8,4.0,7.8,1.8,25,55,140.0,1460.0,13.0,24.0,31.0,26.0,13.0,26.0,94.55,2.25,1.6,0.4,0.375,0.125,0.045,0.25,0.02,0.005,0.005,,0.0,0.0,0.05,0.05,0.05,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,AWS-ER120S-1-or-ER83S-1-K21030-Weld-Metal,190.0,17.0,0.29,73.0,930.0,830.0,260,1460,1410,470,46.0,13.0,7.8,9.0,4.2,7.8,1.9,25,56,150.0,1850.0,13.0,24.0,33.0,27.0,13.0,27.0,94.25,2.4,1.6,0.475,0.425,0.125,0.05,0.3,0.015,0.005,0.005,,0.0,0.0,0.05,0.05,0.05,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AWS-ER70S-A1-or-ER49S-A1-K11235-Weld-Metal,190.0,22.0,0.29,73.0,590.0,450.0,260,1460,1420,470,50.0,13.0,7.2,8.3,2.5,7.8,1.5,20,48,120.0,540.0,13.0,24.0,21.0,20.0,14.0,17.0,97.69999999999999,0.1,0.65,0.525,0.5,0.175,0.06,0.0,0.0,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AWS-ER70S-B2L-or-ER49S-B2L-K20500-Weld-Metal,190.0,22.0,0.29,73.0,590.0,450.0,260,1460,1420,470,40.0,13.0,7.5,8.6,3.0,7.8,1.6,21,54,120.0,530.0,13.0,24.0,21.0,20.0,11.0,17.0,96.44999999999999,0.1,0.55,0.525,0.55,0.175,0.025,1.35,0.0,0.0125,0.0125,3.1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,AWS-ER80S-B2-or-ER55S-B2-K20900-Weld-Metal,190.0,21.0,0.29,73.0,620.0,540.0,260,1460,1420,470,40.0,13.0,7.5,8.6,3.0,7.8,1.6,21,54,130.0,760.0,13.0,24.0,22.0,21.0,11.0,18.0,96.35,0.1,0.55,0.525,0.55,0.175,0.095,1.35,0.0,0.0125,0.0125,3.1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,AWS-ER80S-B3L-or-ER55S-B3L-K30560-Weld-Metal,190.0,19.0,0.29,74.0,630.0,530.0,260,1460,1420,470,41.0,13.0,7.7,8.9,4.1,7.8,1.8,23,60,120.0,730.0,13.0,24.0,22.0,21.0,11.0,18.0,94.8,0.1,0.55,1.05,0.55,0.175,0.025,2.5,0.0,0.0125,0.0125,6.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,AWS-ER80S-B6-or-ER55S-B6-S50280-Weld-Metal,190.0,19.0,0.29,74.0,620.0,540.0,260,1460,1410,470,40.0,13.0,8.2,9.5,4.7,7.8,1.8,24,71,110.0,750.0,14.0,25.0,22.0,21.0,11.0,18.0,92.65,0.3,0.55,0.55,0.25,0.175,0.05,5.25,0.0,0.0125,0.0125,7.1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,AWS-ER80S-B8-or-ER55S-B8-S50480-Weld-Metal,190.0,19.0,0.28,75.0,630.0,530.0,270,1460,1410,470,26.0,13.0,8.1,9.3,6.5,7.8,2.0,28,89,120.0,720.0,14.0,25.0,22.0,21.0,6.9,17.0,88.19999999999999,0.25,0.55,1.0,0.25,0.175,0.05,9.25,0.0,0.0125,0.0125,13.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,AWS-ER80S-D2-or-ER55S-D2-K10945-Weld-Metal,190.0,19.0,0.29,73.0,620.0,540.0,260,1450,1410,470,47.0,13.0,7.4,8.5,2.6,7.8,1.6,21,50,110.0,770.0,13.0,24.0,22.0,21.0,13.0,18.0,96.30000000000001,0.075,1.85,0.5,0.65,0.25,0.095,0.0,0.0,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,AWS-ER80S-Ni1-or-ER55S-Ni1-K11260-Weld-Metal,190.0,27.0,0.29,72.0,630.0,530.0,260,1450,1410,470,41.0,13.0,7.5,8.6,2.7,7.8,1.6,21,49,160.0,740.0,13.0,24.0,22.0,21.0,11.0,19.0,97.05,0.9500000000000001,0.65,0.175,0.6000000000000001,0.175,0.06,0.075,0.025,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,AWS-ER80S-Ni2-or-ER55S-Ni2-K21240-Weld-Metal,190.0,27.0,0.29,72.0,620.0,540.0,260,1450,1410,470,52.0,13.0,7.5,8.6,3.4,7.8,1.6,22,51,160.0,770.0,13.0,24.0,22.0,21.0,14.0,18.0,95.9,2.4,0.65,0.0,0.6000000000000001,0.175,0.06,0.0,0.0,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,AWS-ER80S-Ni3-or-ER55S-Ni3-K31240-Weld-Metal,190.0,27.0,0.29,72.0,630.0,530.0,260,1450,1410,470,51.0,13.0,7.4,8.5,4.0,7.8,1.7,23,52,160.0,740.0,13.0,24.0,22.0,21.0,14.0,19.0,94.9,3.4,0.65,0.0,0.6000000000000001,0.175,0.06,0.0,0.0,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,AWS-ER90S-B3-or-ER62S-B3-K30960-Weld-Metal,190.0,19.0,0.29,73.0,690.0,620.0,260,1460,1420,470,40.0,13.0,7.7,8.9,4.1,7.8,1.8,24,60,130.0,1000.0,13.0,24.0,25.0,22.0,11.0,20.0,94.7,0.1,0.55,1.05,0.55,0.175,0.095,2.5,0.0,0.0125,0.0125,6.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,AWS-ER90S-B9-or-ER62S-B9-S50482-Weld-Metal,190.0,18.0,0.28,75.0,690.0,470.0,270,1450,1410,470,25.0,13.0,7.0,8.1,7.0,7.8,2.6,37,91,110.0,570.0,14.0,25.0,25.0,22.0,6.9,19.0,87.55000000000001,0.4,0.6,1.025,0.325,0.1,0.1,9.25,0.22499999999999998,0.005,0.005,13.0,0.060000000000000005,0.05,0.02,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,AWS-ER90S-D2-or-ER62S-D2-Weld-Metal,190.0,19.0,0.29,73.0,710.0,600.0,260,1450,1410,470,47.0,13.0,7.4,8.5,2.6,7.8,1.6,21,50,130.0,980.0,13.0,24.0,25.0,23.0,13.0,21.0,96.30000000000001,0.075,1.85,0.5,0.65,0.25,0.095,0.0,0.0,0.0125,0.0125,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,ASTM-A356-Grade-10-J22090-Cast-Steel,190.0,23.0,0.29,74.0,670.0,430.0,260,1470,1430,470,39.0,13.0,7.6,8.8,3.9,7.9,1.8,23,59,130.0,480.0,13.0,24.0,24.0,22.0,11.0,19.0,95.5,0.0,0.65,1.05,0.3,0.0,0.1,2.4,0.0,0.0175,0.015,5.9,0.0,0.0,0.0,0.0,0.0,200.0,300.0,460.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,ASTM-A356-Grade-2-J12523-Cast-Steel,190.0,25.0,0.29,73.0,510.0,270.0,250,1470,1430,470,51.0,13.0,7.1,8.2,2.4,7.9,1.5,20,47,110.0,190.0,13.0,24.0,18.0,18.0,14.0,15.0,98.625,0.0,0.35,0.55,0.3,0.0,0.125,0.0,0.0,0.0175,0.015,,0.0,0.0,0.0,0.0,0.0,150.0,200.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,ASTM-A356-Grade-5-J12540-Cast-Steel,190.0,25.0,0.29,73.0,550.0,310.0,250,1470,1420,470,49.0,13.0,7.2,8.3,2.6,7.9,1.5,20,49,120.0,250.0,13.0,24.0,20.0,19.0,13.0,16.0,98.15,0.0,0.35,0.5,0.3,0.0,0.125,0.55,0.0,0.0175,0.015,2.2,0.0,0.0,0.0,0.0,0.0,170.0,230.0,420.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,ASTM-A356-Grade-6-J12073-Cast-Steel,190.0,25.0,0.29,73.0,550.0,350.0,250,1460,1420,470,41.0,13.0,7.4,8.4,2.9,7.8,1.6,21,53,120.0,320.0,13.0,24.0,20.0,19.0,11.0,16.0,97.15,0.0,0.65,0.55,0.3,0.0,0.1,1.25,0.0,0.0175,0.015,3.1,0.0,0.0,0.0,0.0,0.0,170.0,250.0,430.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ASTM-A356-Grade-8-J11697-Cast-Steel,190.0,21.0,0.29,73.0,630.0,390.0,260,1470,1430,470,38.0,13.0,7.5,8.6,3.5,7.8,2.0,26,55,110.0,390.0,13.0,24.0,22.0,21.0,10.0,18.0,96.4,0.0,0.7,1.05,0.4,0.0,0.1,1.25,0.1,0.0175,0.015,4.7,0.0,0.0,0.0,0.0,0.0,190.0,270.0,440.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,ASTM-A356-Grade-9-J21610-Cast-Steel,190.0,17.0,0.29,73.0,670.0,460.0,260,1470,1430,470,41.0,13.0,7.5,8.6,3.6,7.8,2.4,33,56,100.0,570.0,13.0,24.0,24.0,22.0,11.0,19.0,96.2,0.0,0.7,1.05,0.4,0.0,0.1,1.25,0.275,0.0175,0.015,4.7,0.0,0.0,0.0,0.0,0.0,200.0,310.0,440.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,ASTM-Grade-LC1-J12522-Cast-Carbon-Molybdenum-Steel,190.0,27.0,0.29,73.0,540.0,270.0,250,1470,1420,470,50.0,13.0,7.2,8.2,2.4,7.9,1.5,20,47,120.0,200.0,13.0,24.0,19.0,19.0,13.0,16.0,98.32499999999999,0.0,0.65,0.55,0.3,0.0,0.125,0.0,0.0,0.02,0.0225,,0.0,0.0,0.0,0.0,0.0,160.0,200.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ASTM-Grade-LC2-J22500-Cast-Nickel-Steel,190.0,27.0,0.29,73.0,570.0,310.0,250,1460,1420,470,52.0,13.0,7.5,8.6,3.4,7.9,1.6,22,50,130.0,260.0,13.0,24.0,20.0,19.0,14.0,17.0,96.4,2.5,0.65,0.0,0.3,0.0,0.125,0.0,0.0,0.02,0.0225,,0.0,0.0,0.0,0.0,0.0,170.0,230.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ASTM-Grade-LC2-1-J42215-Cast-Alloy-Steel,190.0,20.0,0.29,73.0,810.0,630.0,260,1460,1420,470,46.0,13.0,8.0,9.1,5.0,7.9,1.9,25,60,150.0,1040.0,13.0,24.0,29.0,25.0,12.0,24.0,93.9,3.0,0.65,0.44999999999999996,0.25,0.0,0.11,1.65,0.0,0.02,0.0225,3.1,0.0,0.0,0.0,0.0,0.0,240.0,430.0,450.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ASTM-Grade-LC3-J31550-Cast-Nickel-Steel,190.0,27.0,0.29,73.0,570.0,310.0,250,1460,1420,470,52.0,13.0,7.6,8.7,4.0,7.9,1.7,23,52,130.0,260.0,13.0,24.0,20.0,19.0,14.0,17.0,95.45,3.5,0.65,0.0,0.3,0.0,0.075,0.0,0.0,0.02,0.0225,,0.0,0.0,0.0,0.0,0.0,170.0,230.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,ASTM-Grade-LC4-J41500-Cast-Nickel-Steel,190.0,27.0,0.29,73.0,570.0,310.0,250,1460,1420,470,49.0,13.0,7.8,8.9,4.6,7.9,1.8,24,54,130.0,260.0,13.0,24.0,20.0,19.0,13.0,17.0,94.45,4.5,0.65,0.0,0.3,0.0,0.075,0.0,0.0,0.02,0.0225,,0.0,0.0,0.0,0.0,0.0,170.0,230.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ASTM-Grade-LC9-J31300-Cast-Nickel-Steel,190.0,22.0,0.29,73.0,660.0,590.0,260,1450,1410,470,,13.0,8.9,10.0,8.0,7.9,2.3,31,65,140.0,920.0,13.0,24.0,23.0,21.0,,20.0,89.45,9.25,0.45,0.1,0.225,0.15,0.065,0.25,0.015,0.02,0.0225,,0.0,0.0,0.0,0.0,0.0,200.0,420.0,430.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,ASTM-Grade-LCC-J02505-Cast-Carbon-Manganese-Steel,190.0,25.0,0.29,72.0,570.0,310.0,250,1450,1410,470,49.0,13.0,7.3,8.4,1.8,7.8,1.4,18,45,120.0,260.0,13.0,24.0,20.0,20.0,13.0,17.0,98.45,0.0,0.6,0.0,0.3,0.0,0.125,0.0,0.0,0.02,0.0225,,0.0,0.0,0.0,0.0,0.0,170.0,230.0,400.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,EN-1.4931-GX23CrMoV12-1-Cast-Steel,200.0,17.0,0.28,76.0,810.0,620.0,270,1460,1420,470,24.0,14.0,9.8,11.0,8.5,7.8,2.9,42,100,130.0,970.0,14.0,25.0,29.0,25.0,6.5,22.0,85.0,0.5,0.65,1.1,0.2,0.0,0.23,11.75,0.3,0.015,0.01,16.0,0.0,0.0,0.0,0.0,0.0,240.0,410.0,600.0,30.0,0.25,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,EN-1.5410-G10MnMoV6-3-Cast-Steel,190.0,22.5,0.29,73.0,590.0,440.0,250,1460,1420,470,51.0,13.0,7.3,8.3,2.3,7.8,1.7,22,49,125.0,520.0,13.0,24.0,21.0,20.0,14.0,17.0,97.75,0.0,1.5,0.30000000000000004,0.3,0.0,0.06,0.0,0.07500000000000001,0.0125,0.01,,0.0,0.0,0.0,0.0,0.0,180.0,310.0,400.0,67.5,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
