,Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Shear Strength,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
278,SAE-AISI-A10-T30110-Air-Hardening-Steel,190.0,,0.29,72.0,1425.0,,270,1440,1400,480,40.0,12.0,7.8,9.0,5.0,7.8,2.1,27,56,,,13.0,25.0,51.0,35.5,11.0,47.5,92.1,1.85,1.85,1.55,1.25,0.125,1.4,0.0,0.0,0.015,0.015,5.1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,SAE-AISI-A2-T30102-Air-Hardening-Steel,190.0,,0.29,74.0,1375.0,,260,1450,1410,470,38.0,11.0,8.2,9.5,5.5,7.8,2.7,38,73,,,14.0,25.0,49.0,34.5,10.0,48.0,91.35,0.15,0.5,1.15,0.25,0.125,1.05,5.15,0.325,0.015,0.015,8.9,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,SAE-AISI-A3-T30103-Air-Hardening-Steel,190.0,,0.29,73.0,1425.0,,260,1450,1410,470,37.0,12.0,8.3,9.7,6.0,7.8,4.4,67,78,,,14.0,25.0,51.0,35.5,10.0,46.5,90.35,0.15,0.5,1.15,0.25,0.125,1.25,5.15,1.1,0.015,0.015,8.9,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,SAE-AISI-A4-T30104-Air-Hardening-Steel,190.0,,0.29,73.0,1380.0,,250,1450,1410,470,40.0,12.0,7.4,8.6,3.9,7.8,1.8,24,59,,,13.0,24.0,49.0,34.5,11.0,45.0,93.75,0.15,2.0,1.15,0.25,0.125,1.05,1.55,0.0,0.015,0.015,5.3,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,SAE-AISI-A6-T30106-Air-Hardening-Steel,190.0,,0.29,73.0,1370.0,,250,1460,1410,470,41.0,12.0,7.5,8.7,3.7,7.8,1.8,24,57,,,13.0,24.0,49.0,34.0,11.0,45.0,94.4,0.15,2.15,1.15,0.25,0.125,0.7,1.05,0.0,0.015,0.015,4.8,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,SAE-AISI-A7-T30107-Air-Hardening-Steel,190.0,,0.29,72.0,1475.0,,260,1470,1430,470,37.0,12.0,,,10.0,7.7,13.0,200,100,,,13.0,25.0,53.0,36.5,10.0,49.5,84.55000000000001,0.15,0.4,1.15,0.25,0.125,2.45,5.4,4.55,0.015,0.015,11.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,SAE-AISI-A8-T30108-Air-Hardening-Steel,190.0,,0.29,74.0,1310.0,,270,1480,1430,470,37.0,12.0,8.3,9.5,8.5,7.9,2.3,31,73,,,14.0,24.0,46.5,33.0,9.9,42.0,90.2,0.15,0.25,1.45,0.925,0.125,0.55,5.15,0.0,0.015,0.015,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.25,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,SAE-AISI-A9-T30109-Air-Hardening-Steel,190.0,,0.29,74.0,1400.0,,280,1460,1410,470,35.0,12.0,7.9,9.2,7.0,7.8,4.7,70,82,,,14.0,25.0,50.5,35.0,9.6,45.5,88.75,1.55,0.25,1.55,1.1,0.125,0.5,5.15,1.1,0.015,0.015,10.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,SAE-AISI-D2-T30402-Chromium-Cold-Work-Steel,190.0,10.5,0.28,75.0,1380.0,990.0,270,1440,1390,480,31.0,11.0,4.3,5.1,8.0,7.7,3.4,50,100,96.0,3255.0,14.0,25.0,49.5,35.0,8.3,46.0,84.1,0.15,0.3,0.95,0.3,0.125,1.5,12.0,0.55,0.015,0.015,15.0,0.0,0.0,0.0,0.0,0.0,,585.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,SAE-AISI-D3-T30403-Chromium-Cold-Work-Steel,190.0,12.4,0.28,74.0,1410.0,1015.0,270,1430,1390,480,31.0,12.0,3.0,3.5,8.0,7.7,3.2,48,100,138.5,,14.0,25.0,51.0,35.5,8.3,43.0,83.65,0.15,0.3,0.0,0.3,0.125,2.2,12.25,0.5,0.015,0.015,13.0,0.0,0.0,0.0,0.0,0.0,,625.0,,,0.5,,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,SAE-AISI-D4-T30404-Chromium-Cold-Work-Steel,190.0,11.7,0.28,74.0,1410.0,1005.0,270,1430,1380,480,31.0,12.0,4.2,5.0,8.0,7.7,3.3,49,100,130.0,,14.0,25.0,51.0,35.5,8.3,43.0,83.44999999999999,0.15,0.3,0.95,0.3,0.125,2.25,12.0,0.5,0.015,0.015,15.0,0.0,0.0,0.0,0.0,0.0,,615.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,SAE-AISI-D5-T30405-Chromium-Cold-Work-Steel,190.0,9.7,0.28,75.0,1400.0,,270,1430,1390,480,27.0,11.0,4.2,4.9,13.0,7.7,3.5,51,120,,,14.0,25.0,50.5,35.0,7.4,46.5,81.15,0.15,0.3,0.95,0.3,0.125,1.5,12.0,0.5,0.015,0.015,15.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,3.0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,SAE-AISI-D7-T30407-Chromium-Cold-Work-Steel,190.0,,0.28,73.0,1460.0,,270,1440,1400,480,27.0,11.0,,,10.0,7.6,11.0,180,130,,,14.0,25.0,53.5,36.5,7.4,49.5,79.25,0.15,0.3,0.95,0.3,0.125,2.35,12.5,4.1,0.015,0.015,16.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,SAE-AISI-F1-T60601-Low-Alloy-Tool-Steel,190.0,,0.29,72.0,1470.0,,250,1480,1430,470,45.0,13.0,7.3,8.3,5.0,7.9,1.7,24,46,,,13.0,24.0,52.0,34.5,12.0,44.5,96.95,0.0,0.25,0.0,0.3,0.0,1.15,0.0,0.0,0.015,0.015,2.3,0.0,0.0,0.0,0.0,0.0,,,,,1.4,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,SAE-AISI-F2-T60602-Low-Alloy-Tool-Steel,190.0,,0.29,73.0,1535.0,,250,1520,1470,460,42.0,13.0,7.7,8.5,10.0,8.1,2.3,32,50,,,13.0,24.0,52.5,35.5,11.0,46.0,94.0,0.0,0.3,0.0,0.3,0.0,1.2999999999999998,0.30000000000000004,0.0,0.015,0.015,6.5,0.0,0.0,0.0,0.0,0.0,,,,,3.75,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,SAE-AISI-H10-T20810-Chromium-Hot-Work-Steel,190.0,,0.29,74.0,1355.0,,270,1470,1420,470,38.0,12.0,8.0,9.2,6.5,7.8,3.4,48,71,,,14.0,25.0,48.0,34.0,10.0,44.0,91.45,0.15,0.475,2.5,1.0,0.125,0.4,3.4,0.5,0.015,0.015,12.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,SAE-AISI-H11-T20811-Chromium-Hot-Work-Steel,190.0,,0.29,74.0,1265.0,,270,1460,1410,470,42.0,12.0,8.2,9.5,5.5,7.8,3.0,43,75,,,14.0,25.0,45.5,32.5,11.0,40.0,91.05,0.15,0.35,1.35,1.0,0.125,0.38,5.15,0.44999999999999996,0.015,0.015,9.6,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,SAE-AISI-H12-T20812-Chromium-Hot-Work-Steel,190.0,,0.29,75.0,1270.0,,270,1480,1440,470,36.0,12.0,8.3,9.5,9.0,7.9,2.9,41,76,,,14.0,24.0,44.5,32.0,9.8,41.0,89.75,0.15,0.35,1.55,1.0,0.125,0.35,5.15,0.25,0.015,0.015,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.35,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,SAE-AISI-H13-T20813-Chromium-Hot-Work-Steel,190.0,,0.29,74.0,1255.0,,270,1460,1420,470,29.0,10.0,8.3,9.7,6.0,7.8,4.3,64,78,,,14.0,25.0,45.0,32.5,7.8,45.0,90.4,0.15,0.35,1.4500000000000002,1.0,0.125,0.385,5.15,1.0,0.015,0.015,9.9,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,SAE-AISI-H14-T20814-Chromium-Hot-Work-Steel,190.0,,0.29,75.0,1370.0,,270,1530,1490,460,35.0,11.0,9.3,10.0,15.0,8.1,2.7,39,73,,,13.0,24.0,46.5,33.0,9.3,46.0,88.2,0.15,0.35,0.0,1.0,0.125,0.4,5.15,0.0,0.015,0.015,13.0,0.0,0.0,0.0,0.0,0.0,,,,,4.65,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,SAE-AISI-H19-T20819-Chromium-Hot-Work-Steel,190.0,,0.29,75.0,1355.0,,260,1540,1490,460,29.0,12.0,,,22.0,8.2,7.5,110,110,,,13.0,24.0,46.0,32.5,7.9,40.0,83.45,0.15,0.35,0.42500000000000004,0.35,0.125,0.385,4.4,2.0,0.015,0.015,13.0,0.0,0.0,0.0,0.0,0.0,,,,,4.15,,0.0,4.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,SAE-AISI-H21-T20821-Tungsten-Hot-Work-Steel,200.0,,0.29,76.0,1255.0,,250,1630,1580,440,27.0,11.0,,,23.0,8.5,4.5,68,72,,,13.0,23.0,40.5,29.5,7.1,41.5,90.69999999999999,0.15,0.275,0.0,0.325,0.125,0.32,3.4,0.44999999999999996,0.015,0.015,19.0,0.0,0.0,0.0,0.0,0.0,,,,,9.25,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,SAE-AISI-H22-T20822-Tungsten-Hot-Work-Steel,200.0,,0.29,77.0,1310.0,,250,1670,1620,440,31.0,12.0,,,28.0,8.7,4.9,73,72,,,13.0,22.0,41.5,29.5,8.2,41.0,84.80000000000001,0.15,0.275,0.0,0.275,0.125,0.35,2.8,0.375,0.015,0.015,21.0,0.0,0.0,0.0,0.0,0.0,,,,,10.9,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,SAE-AISI-H23-T20823-Tungsten-Hot-Work-Steel,200.0,,0.28,80.0,1155.0,,260,1680,1630,440,20.0,12.0,,,34.0,8.7,6.9,110,120,,,13.0,22.0,36.5,27.5,5.2,35.0,74.0,0.15,0.275,0.0,0.375,0.125,0.3,11.9,1.025,0.015,0.015,32.0,0.0,0.0,0.0,0.0,0.0,,,,,11.9,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,SAE-AISI-H24-T20824-Tungsten-Hot-Work-Steel,200.0,,0.29,78.0,1355.0,,240,1750,1700,420,27.0,12.0,,,37.0,9.1,6.1,93,78,,,12.0,22.0,41.5,29.5,6.9,41.5,80.2,0.15,0.275,0.0,0.275,0.125,0.475,3.0,0.5,0.015,0.015,28.0,0.0,0.0,0.0,0.0,0.0,,,,,15.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,SAE-AISI-H25-T20825-Tungsten-Hot-Work-Steel,200.0,,0.29,79.0,1165.0,,250,1750,1700,420,26.0,12.0,,,38.0,9.1,6.2,93,83,,,12.0,22.0,36.0,27.0,6.7,35.5,79.25,0.15,0.275,0.0,0.275,0.125,0.27,4.15,0.5,0.015,0.015,29.0,0.0,0.0,0.0,0.0,0.0,,,,,15.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,SAE-AISI-H26-T20826-Tungsten-Hot-Work-Steel,210.0,,0.29,80.0,1410.0,,240,1810,1760,410,22.0,12.0,,,45.0,9.3,8.1,120,90,,,12.0,21.0,42.5,29.0,5.6,42.5,75.4,0.15,0.275,0.0,0.275,0.125,0.5,4.15,1.025,0.015,0.015,34.0,0.0,0.0,0.0,0.0,0.0,,,,,18.15,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,SAE-AISI-H41-T20841-Molybdenum-Hot-Work-Steel,200.0,,0.29,77.0,1460.0,,270,1560,1510,450,28.0,12.0,,,18.0,8.1,6.8,97,97,,,14.0,24.0,50.0,34.5,7.7,42.0,83.4,0.0,0.275,8.7,0.325,0.0,0.675,3.75,1.15,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,1.75,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,SAE-AISI-H42-T20842-Molybdenum-Hot-Work-Steel,200.0,,0.29,77.0,1340.0,,260,1620,1570,440,24.0,12.0,,,24.0,8.4,8.8,130,98,,,13.0,23.0,44.0,31.5,6.5,38.5,81.55,0.15,0.275,5.0,0.0,0.125,0.625,4.15,2.0,0.015,0.015,31.0,0.0,0.0,0.0,0.0,0.0,,,,,6.15,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,SAE-AISI-H43-T20843-Molybdenum-Hot-Work-Steel,200.0,,0.29,77.0,1425.0,,270,1530,1480,460,30.0,12.0,,,14.0,7.9,8.2,120,100,,,14.0,24.0,50.0,34.0,8.3,41.5,84.55000000000001,0.0,0.275,8.15,0.325,0.0,0.575,4.15,2.0,0.015,0.015,31.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,SAE-AISI-L2-T61202-Low-Alloy-Tool-Steel,190.0,,0.29,72.0,1275.0,,250,1450,1410,470,44.0,12.0,7.3,8.4,2.4,7.8,1.9,27,51,,,13.0,24.0,45.5,32.5,12.0,42.0,97.1,0.0,0.5,0.125,0.25,0.125,0.725,0.95,0.2,0.015,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,SAE-AISI-L3-T61203-Low-Alloy-Tool-Steel,190.0,,0.29,72.0,1425.0,,250,1450,1410,470,43.0,13.0,7.4,8.5,2.5,7.8,1.9,27,53,,,13.0,24.0,50.5,34.5,12.0,42.5,96.4,0.0,0.525,0.0,0.3,0.0,1.05,1.5,0.2,0.015,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,SAE-AISI-L6-T61206-Low-Alloy-Tool-Steel,190.0,,0.29,72.0,1380.0,,250,1450,1410,470,42.0,11.0,7.6,8.7,3.6,7.8,2.0,28,54,,,13.0,24.0,49.0,34.0,11.0,46.0,95.44999999999999,1.65,0.525,0.25,0.25,0.125,0.7,0.8999999999999999,0.15,0.015,0.015,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,SAE-AISI-M1-T11301-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1435.0,,270,1560,1510,450,29.0,12.0,,,18.0,8.1,7.0,99,98,,,14.0,24.0,49.0,33.5,8.0,44.5,82.9,0.15,0.275,8.7,0.35,0.125,0.8300000000000001,3.75,1.2,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,1.75,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,SAE-AISI-M10-T11310-Molybdenum-High-Speed-Steel,200.0,,0.29,76.0,1455.0,,270,1520,1470,460,31.0,12.0,,,14.0,7.9,8.3,120,100,,,14.0,24.0,51.0,35.0,8.5,45.5,83.94999999999999,0.15,0.25,8.15,0.325,0.125,0.97,4.15,2.0,0.015,0.015,31.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,SAE-AISI-M2-T11302-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1455.0,,260,1610,1570,440,22.0,10.0,,,24.0,8.4,8.8,130,98,,,13.0,23.0,48.0,33.0,5.9,51.5,80.95,0.15,0.275,5.0,0.325,0.125,0.9400000000000001,4.15,2.0,0.015,0.015,31.0,0.0,0.0,0.0,0.0,0.0,,,,,6.15,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,SAE-AISI-M3-Class-1-T11313-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1460.0,,260,1610,1570,440,26.0,12.0,,,25.0,8.3,10.0,150,100,,,13.0,23.0,49.0,33.0,7.2,45.5,79.9,0.15,0.275,5.65,0.325,0.125,1.05,4.15,2.55,0.015,0.015,33.0,0.0,0.0,0.0,0.0,0.0,,,,,5.9,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,SAE-AISI-M3-Class-2-T11323-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1490.0,,260,1620,1570,440,26.0,12.0,,,25.0,8.3,12.0,180,110,,,13.0,23.0,50.0,33.5,7.2,46.5,79.05,0.15,0.275,5.65,0.325,0.125,1.25,4.15,3.3,0.015,0.015,33.0,0.0,0.0,0.0,0.0,0.0,,,,,5.9,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,SAE-AISI-M30-T11330-Molybdenum-High-Speed-Steel,200.0,,0.29,78.0,1485.0,,270,1550,1500,450,24.0,12.0,,,26.0,8.2,7.2,100,120,,,14.0,24.0,50.5,35.0,6.6,46.0,78.05000000000001,0.15,0.275,8.4,0.325,0.125,0.8,3.9,1.2,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,1.7999999999999998,,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,SAE-AISI-M33-T11333-Molybdenum-High-Speed-Steel,200.0,,0.29,78.0,1510.0,,270,1550,1500,440,20.0,12.0,,,32.0,8.2,7.7,110,150,,,14.0,24.0,51.0,35.0,5.5,46.5,73.85,0.15,0.275,9.5,0.325,0.125,0.885,3.75,1.2,0.015,0.015,38.0,0.0,0.0,0.0,0.0,0.0,,,,,1.7000000000000002,,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,SAE-AISI-M34-T11334-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1485.0,,270,1540,1500,450,24.0,12.0,,,32.0,8.2,9.5,140,150,,,14.0,24.0,50.5,34.5,6.7,46.0,73.9,0.15,0.275,8.5,0.325,0.125,0.885,3.75,2.0999999999999996,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,1.75,,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,SAE-AISI-M36-T11336-Cobalt-High-Speed-Steel,200.0,,0.29,78.0,1500.0,,260,1600,1550,440,19.0,12.0,,,38.0,8.4,9.5,140,140,,,13.0,23.0,49.5,33.5,5.1,46.5,72.8,0.15,0.275,5.05,0.325,0.125,0.8500000000000001,4.15,2.05,0.015,0.015,31.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,SAE-AISI-M4-T11304-Molybdenum-High-Speed-Steel,200.0,,0.29,76.0,1460.0,,260,1610,1560,440,25.0,12.0,,,25.0,8.3,14.0,210,110,,,13.0,23.0,49.0,34.0,6.9,46.0,78.65,0.15,0.275,4.9,0.325,0.125,1.35,4.3,4.15,0.015,0.015,30.0,0.0,0.0,0.0,0.0,0.0,,,,,5.9,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,SAE-AISI-M41-T11341-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1545.0,,260,1600,1550,440,22.0,12.0,,,33.0,8.4,9.1,140,120,,,13.0,23.0,51.0,34.5,6.0,48.0,76.15,0.15,0.4,3.8,0.325,0.125,1.15,4.15,2.05,0.015,0.015,28.0,0.0,0.0,0.0,0.0,0.0,,,,,6.65,,0.0,5.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,SAE-AISI-M42-T11342-Molybdenum-High-Speed-Steel,200.0,,0.29,78.0,1560.0,,270,1540,1490,450,20.0,12.0,,,30.0,8.2,7.4,100,140,,,14.0,24.0,53.5,36.0,5.4,48.0,78.65,0.15,0.275,9.5,0.4,0.125,1.15,3.9,1.2,0.015,0.015,38.0,0.0,0.0,0.0,0.0,0.0,,,,,1.5499999999999998,,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,SAE-AISI-M43-T11343-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1550.0,,270,1550,1500,450,19.0,12.0,,,33.0,8.2,8.5,120,140,,,14.0,24.0,52.0,35.5,5.3,48.0,73.4,0.15,0.30000000000000004,8.0,0.4,0.125,1.25,3.9,1.65,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,2.65,,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,SAE-AISI-M44-T11344-Cobalt-High-Speed-Steel,200.0,,0.29,78.0,1580.0,,270,1590,1540,440,14.0,12.0,,,43.0,8.4,9.9,150,170,,,13.0,23.0,51.5,35.0,3.7,48.5,67.94999999999999,0.15,0.30000000000000004,6.5,0.42500000000000004,0.125,1.15,4.4,2.05,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,5.4,,0.0,11.65,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,SAE-AISI-M46-T11346-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1550.0,,270,1540,1500,450,18.0,12.0,,,33.0,8.1,12.0,180,150,,,14.0,24.0,52.5,36.0,4.9,48.0,71.9,0.15,0.30000000000000004,8.25,0.525,0.125,1.25,3.95,3.15,0.015,0.015,35.0,0.0,0.0,0.0,0.0,0.0,,,,,2.05,,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,SAE-AISI-M47-T11347-Molybdenum-High-Speed-Steel,200.0,,0.29,77.0,1560.0,,270,1540,1500,450,23.0,11.0,,,26.0,8.1,7.4,100,120,,,14.0,24.0,53.5,36.0,6.3,52.0,81.85,0.15,0.275,9.65,0.325,0.125,1.15,3.75,1.2999999999999998,0.015,0.015,38.0,0.0,0.0,0.0,0.0,0.0,,,,,1.55,,0.0,5.05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,SAE-AISI-M48-T11348-Cobalt-High-Speed-Steel,200.0,,0.29,78.0,1640.0,,260,1670,1620,420,,12.0,,,48.0,8.7,13.0,190,160,,,13.0,22.0,52.0,34.0,,48.5,66.8,0.15,0.275,5.15,0.275,0.125,1.45,3.75,3.05,0.015,0.015,37.0,0.0,0.0,0.0,0.0,0.0,,,,,10.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,SAE-AISI-M50-T11350-Molybdenum-High-Speed-Steel,190.0,,0.29,75.0,1485.0,,260,1480,1440,470,35.0,13.0,8.7,10.0,9.0,7.9,5.1,74,83,,,14.0,25.0,53.0,36.0,9.7,43.5,88.7,0.15,0.3,4.35,0.4,0.125,0.8300000000000001,4.15,1.05,0.015,0.015,19.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,SAE-AISI-M52-T11352-Molybdenum-High-Speed-Steel,190.0,,0.29,75.0,1495.0,,260,1510,1470,460,31.0,13.0,8.9,10.0,12.0,7.9,7.5,110,89,,,14.0,24.0,52.5,35.5,8.4,44.0,86.65,0.15,0.3,4.45,0.4,0.125,0.925,3.9,2.0,0.015,0.015,20.0,0.0,0.0,0.0,0.0,0.0,,,,,1.125,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
