,Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Shear Strength,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
968,EN-1.1151-C22E-Non-Alloy-Steel,190.0,23.5,0.29,73.0,490.0,290.0,250,1460,1420,470,50.0,12.0,7.1,8.2,2.1,7.8,1.4,19,47,99.0,235.0,13.0,24.0,17.0,17.5,13.0,15.5,98.565,0.2,0.55,0.05,0.2,0.0,0.20500000000000002,0.2,0.0,0.0175,0.0175,27.807692307692307,0.0,0.0,0.0,0.0,0.0,140.0,210.0,400.0,38.166666666666664,0.0,432.6923076923077,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,EN-1.1152-C20E2C-Non-Alloy-Steel,190.0,17.0,0.29,73.0,475.0,355.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.8,1.4,18,46,75.5,365.0,13.0,24.0,16.5,17.0,14.0,15.0,99.06,0.0,0.44999999999999996,0.0,0.15,0.125,0.2,0.0,0.0,0.0125,0.0125,27.903846153846153,0.0,0.0,0.0,0.0,0.0,140.0,245.0,400.0,36.08333333333333,0.0,433.0128205128205,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,EN-1.1158-C25E-Non-Alloy-Steel,190.0,23.5,0.29,73.0,485.0,275.0,250,1460,1420,470,49.0,12.0,7.2,8.2,2.1,7.8,1.4,19,47,99.5,200.0,13.0,24.0,17.5,17.5,13.0,15.5,98.49,0.2,0.55,0.05,0.2,0.0,0.255,0.2,0.0,0.0175,0.0175,28.0,0.0,0.0,0.0,0.0,0.0,145.0,195.0,400.0,34.0,0.0,433.3333333333333,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,EN-1.1170-28Mn6-Non-Alloy-Steel,190.0,16.5,0.29,73.0,685.0,415.0,250,1460,1420,470,50.0,12.0,7.3,8.4,2.1,7.8,1.5,19,49,95.5,480.0,13.0,24.0,24.5,22.0,13.0,21.5,97.6,0.2,1.5,0.05,0.2,0.0,0.28500000000000003,0.2,0.0,0.0175,0.0175,28.096153846153847,0.0,0.0,0.0,0.0,0.0,195.0,275.0,400.0,31.5,0.0,433.65384615384613,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,EN-1.1172-C35EC-Non-Alloy-Steel,190.0,18.0,0.29,72.0,1100.0,372.5,250,1460,1420,470,51.0,12.0,7.1,8.1,1.8,7.8,1.4,18,46,97.75,387.5,13.0,24.0,39.0,29.0,14.0,35.0,98.69,0.0,0.65,0.0,0.15,0.125,0.355,0.0,0.0,0.0125,0.0125,28.192307692307693,0.0,0.0,0.0,0.0,0.0,155.0,250.0,400.0,31.0,0.0,433.974358974359,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,EN-1.1181-C35E-Non-Alloy-Steel,190.0,19.5,0.29,73.0,590.0,330.0,250,1460,1420,470,42.0,11.0,7.2,8.3,2.1,7.8,1.4,19,47,100.0,295.0,13.0,24.0,21.0,20.0,11.0,20.0,98.29,0.2,0.65,0.05,0.2,0.0,0.355,0.2,0.0,0.0175,0.0175,28.28846153846154,0.0,0.0,0.0,0.0,0.0,170.0,225.0,400.0,30.5,0.0,434.2948717948718,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,EN-1.1191-C45E-Non-Alloy-Steel,190.0,16.5,0.29,72.0,665.0,375.0,250,1460,1420,470,48.0,12.0,7.2,8.3,2.1,7.8,1.4,19,47,91.5,385.0,13.0,24.0,23.5,21.5,13.0,21.0,98.19,0.2,0.65,0.05,0.2,0.0,0.45999999999999996,0.2,0.0,0.0175,0.0175,28.384615384615387,0.0,0.0,0.0,0.0,0.0,190.0,250.0,400.0,22.5,0.0,434.61538461538464,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,EN-1.1192-C45EC-Non-Alloy-Steel,190.0,15.0,0.29,72.0,1165.0,392.5,250,1460,1420,470,51.0,12.0,7.1,8.1,1.8,7.8,1.4,19,46,88.0,422.5,13.0,24.0,41.0,30.0,14.0,37.0,98.59,0.0,0.65,0.0,0.15,0.125,0.45999999999999996,0.0,0.0,0.0125,0.0125,28.480769230769234,0.0,0.0,0.0,0.0,0.0,165.0,255.0,400.0,23.568627450980394,0.0,434.93589743589746,0.0,0.0,0.0,0.0,0.0,427.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,EN-1.1203-C55E-Non-Alloy-Steel,190.0,13.5,0.29,72.0,735.0,410.0,250,1460,1420,470,48.0,12.0,7.2,8.3,2.1,7.8,1.4,19,47,84.5,460.0,13.0,24.0,26.5,23.0,13.0,23.5,98.0,0.2,0.75,0.05,0.2,0.0,0.56,0.2,0.0,0.0175,0.0175,28.576923076923077,0.0,0.0,0.0,0.0,0.0,215.0,260.0,400.0,24.637254901960784,0.0,435.2564102564103,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,EN-1.1219-C56E2-Induction-Hardening-Bearing-Steel,190.0,14.5,0.29,72.0,735.0,440.0,250,1460,1410,470,51.0,12.0,7.1,8.1,1.9,7.8,1.4,19,47,91.5,532.5,13.0,24.0,26.0,23.0,14.0,23.5,98.85,0.0,0.75,0.0,0.2,0.15,0.56,0.0,0.0,0.0125,0.015,28.673076923076923,0.0,0.0,0.025,0.0,0.0,210.0,275.0,400.0,25.705882352941178,0.0,435.5769230769231,0.0,0.0,0.0,0.0,0.0,467.5,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
978,EN-1.1221-C60E-Non-Alloy-Steel,190.0,15.5,0.29,72.0,800.0,470.0,250,1460,1410,470,48.0,12.0,7.2,8.3,2.1,7.8,1.5,19,47,98.5,605.0,13.0,24.0,28.5,24.5,13.0,25.5,97.94999999999999,0.2,0.75,0.05,0.2,0.0,0.61,0.2,0.0,0.0175,0.0175,28.76923076923077,0.0,0.0,0.0,0.0,0.0,230.0,290.0,400.0,26.774509803921568,0.0,435.8974358974359,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,EN-1.1233-56Mn4-Induction-Hardening-Bearing-Steel,190.0,18.0,0.29,72.0,720.0,400.0,250,1450,1410,470,51.0,12.0,7.1,8.2,1.9,7.8,1.4,19,47,89.0,463.33333333333337,13.0,24.0,25.5,23.0,14.0,23.0,98.55,0.0,1.05,0.0,0.2,0.15,0.56,0.0,0.0,0.0125,0.015,28.865384615384617,0.0,0.0,0.025,0.0,0.0,210.0,256.6666666666667,400.0,27.84313725490196,0.0,436.21794871794873,0.0,0.0,0.0,0.0,0.0,393.3333333333333,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
980,EN-1.1244-70Mn4-Induction-Hardening-Bearing-Steel,190.0,20.5,0.29,72.0,750.0,330.0,250,1450,1410,470,51.0,12.0,7.1,8.2,1.9,7.8,1.4,19,47,79.5,321.6666666666667,13.0,24.0,27.0,23.5,14.0,24.0,98.65,0.0,0.9500000000000001,0.0,0.2,0.15,0.7,0.0,0.0,0.0125,0.015,28.96153846153846,0.0,0.0,0.025,0.0,0.0,215.0,223.33333333333331,400.0,28.911764705882355,0.0,436.53846153846155,0.0,0.0,0.0,0.0,0.0,301.66666666666663,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
981,SAE-AISI-1005-G10050-Carbon-Steel,190.0,23.0,0.29,73.0,330.0,260.0,250,1470,1430,470,53.0,12.0,6.9,7.9,1.8,7.9,1.4,18,45,70.0,180.0,13.0,24.0,12.0,13.0,14.0,10.0,99.75,0.0,0.175,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.025,29.057692307692307,0.0,0.0,0.0,0.0,0.0,95.0,190.0,400.0,29.980392156862745,0.0,436.85897435897436,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,SAE-AISI-1006-G10060-Carbon-Steel,190.0,27.5,0.29,73.0,355.0,240.0,250,1470,1430,470,53.0,13.0,6.9,7.9,1.8,7.9,1.4,18,45,85.0,163.0,13.0,24.0,12.5,14.5,14.0,10.5,99.59,0.0,0.325,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.025,29.153846153846153,0.0,0.0,0.0,0.0,0.0,97.0,175.0,400.0,31.049019607843135,0.0,437.1794871794872,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,SAE-AISI-1008-G10080-Carbon-Steel,190.0,27.5,0.29,73.0,350.0,250.0,250,1470,1430,470,62.0,12.0,6.9,7.9,1.8,7.9,1.4,18,45,84.5,176.0,13.0,24.0,12.5,14.0,17.0,11.0,99.505,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.025,29.25,0.0,0.0,0.0,0.0,0.0,96.5,185.0,400.0,32.11764705882353,0.0,437.5,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,SAE-AISI-1010-S10C-G10100-Carbon-Steel,190.0,26.5,0.29,73.0,375.0,260.0,250,1470,1430,470,47.0,12.0,12.0,14.0,1.8,7.9,1.4,18,45,87.5,195.0,13.0,24.0,13.0,14.5,13.0,12.0,99.4,0.0,0.44999999999999996,0.0,0.0,0.0,0.10500000000000001,0.0,0.0,0.02,0.025,29.346153846153847,0.0,0.0,0.0,0.0,0.0,105.0,190.0,400.0,33.18627450980392,0.0,437.8205128205128,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,SAE-AISI-1012-S12C-G10120-Carbon-Steel,190.0,26.0,0.29,73.0,380.0,265.0,250,1470,1420,470,53.0,12.0,6.9,7.9,1.8,7.9,1.4,18,45,86.5,205.0,13.0,24.0,13.5,14.5,14.0,12.0,99.38,0.0,0.44999999999999996,0.0,0.0,0.0,0.125,0.0,0.0,0.02,0.025,29.442307692307693,0.0,0.0,0.0,0.0,0.0,105.0,190.0,400.0,34.25490196078431,0.0,438.14102564102564,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,SAE-AISI-1015-G10150-Carbon-Steel,190.0,26.0,0.29,73.0,415.0,290.0,250,1470,1420,470,52.0,12.0,6.9,7.9,1.8,7.9,1.4,18,45,96.5,240.0,13.0,24.0,14.5,15.5,14.0,13.0,99.35,0.0,0.44999999999999996,0.0,0.0,0.0,0.155,0.0,0.0,0.02,0.025,29.53846153846154,0.0,0.0,0.0,0.0,0.0,120.0,210.0,400.0,35.32352941176471,0.0,438.46153846153845,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,SAE-AISI-1016-G10160-Carbon-Steel,190.0,24.5,0.29,73.0,455.0,315.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.9,1.4,18,46,96.0,280.0,13.0,24.0,16.0,16.5,14.0,14.0,99.035,0.0,0.75,0.0,0.0,0.0,0.155,0.0,0.0,0.02,0.025,29.634615384615387,0.0,0.0,0.0,0.0,0.0,130.0,225.0,400.0,36.3921568627451,0.0,438.78205128205127,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,SAE-AISI-1017-G10170-Carbon-Steel,190.0,25.0,0.29,73.0,440.0,305.0,250,1470,1420,470,53.0,12.0,6.9,7.9,1.8,7.9,1.4,18,45,99.0,265.0,13.0,24.0,15.5,16.5,14.0,13.5,99.33,0.0,0.44999999999999996,0.0,0.0,0.0,0.175,0.0,0.0,0.02,0.025,29.730769230769234,0.0,0.0,0.0,0.0,0.0,125.0,220.0,400.0,37.46078431372549,0.0,439.1025641025641,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,SAE-AISI-1018-G10180-Carbon-Steel,190.0,22.0,0.29,73.0,455.0,320.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.9,1.4,18,46,87.5,290.0,13.0,24.0,16.0,16.5,14.0,14.5,99.025,0.0,0.75,0.0,0.0,0.0,0.175,0.0,0.0,0.02,0.025,29.82692307692308,0.0,0.0,0.0,0.0,0.0,135.0,225.0,400.0,38.529411764705884,0.0,439.4230769230769,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,SAE-AISI-1019-G10190-Carbon-Steel,190.0,23.0,0.29,73.0,495.0,340.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.9,1.4,18,46,96.0,330.0,13.0,24.0,17.5,17.5,14.0,15.5,98.92500000000001,0.0,0.85,0.0,0.0,0.0,0.175,0.0,0.0,0.02,0.025,29.923076923076923,0.0,0.0,0.0,0.0,0.0,135.0,240.0,400.0,39.59803921568627,0.0,439.7435897435897,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,SAE-AISI-1020-S20C-G10200-Carbon-Steel,190.0,22.5,0.29,73.0,445.0,310.0,250,1460,1420,470,52.0,12.0,11.0,12.0,1.8,7.9,1.4,18,45,86.0,265.0,13.0,24.0,15.5,16.5,14.0,13.5,99.3,0.0,0.44999999999999996,0.0,0.0,0.0,0.20500000000000002,0.0,0.0,0.02,0.025,30.01923076923077,0.0,0.0,0.0,0.0,0.0,125.0,215.0,400.0,40.66666666666667,0.0,440.06410256410254,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,SAE-AISI-1021-G10210-Carbon-Steel,190.0,22.0,0.29,73.0,505.0,355.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.9,1.4,18,46,97.0,355.0,13.0,24.0,18.0,17.5,14.0,16.0,99.00999999999999,0.0,0.75,0.0,0.0,0.0,0.20500000000000002,0.0,0.0,0.02,0.025,30.115384615384617,0.0,0.0,0.0,0.0,0.0,140.0,245.0,400.0,41.73529411764706,0.0,440.38461538461536,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,SAE-AISI-1022-G10220-Carbon-Steel,190.0,21.5,0.29,73.0,515.0,355.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.9,1.4,18,46,99.0,360.0,13.0,24.0,18.0,18.0,14.0,16.0,98.91,0.0,0.85,0.0,0.0,0.0,0.20500000000000002,0.0,0.0,0.02,0.025,30.21153846153846,0.0,0.0,0.0,0.0,0.0,155.0,245.0,400.0,42.80392156862745,0.0,440.70512820512823,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,SAE-AISI-1023-G10230-Carbon-Steel,190.0,23.0,0.29,73.0,455.0,325.0,250,1460,1420,470,53.0,12.0,6.9,8.0,1.8,7.9,1.4,18,45,88.5,300.0,13.0,24.0,16.0,16.5,14.0,14.5,99.28,0.0,0.44999999999999996,0.0,0.0,0.0,0.225,0.0,0.0,0.02,0.025,30.307692307692307,0.0,0.0,0.0,0.0,0.0,135.0,225.0,400.0,43.872549019607845,0.0,441.02564102564105,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,SAE-AISI-1025-G10250-Carbon-Steel,190.0,22.5,0.29,73.0,475.0,335.0,250,1460,1420,470,52.0,12.0,6.9,8.0,1.8,7.9,1.4,18,45,95.0,320.0,13.0,24.0,17.0,17.5,14.0,15.0,99.255,0.0,0.44999999999999996,0.0,0.0,0.0,0.25,0.0,0.0,0.02,0.025,30.403846153846153,0.0,0.0,0.0,0.0,0.0,135.0,235.0,400.0,44.94117647058823,0.0,441.34615384615387,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,SAE-AISI-1026-G10260-Carbon-Steel,190.0,22.0,0.29,73.0,525.0,370.0,250,1460,1420,470,52.0,12.0,7.0,8.0,1.8,7.9,1.4,18,46,99.5,390.0,13.0,24.0,19.0,18.5,14.0,17.0,98.94,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.02,0.025,30.5,0.0,0.0,0.0,0.0,0.0,150.0,255.0,400.0,46.009803921568626,0.0,441.6666666666667,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,SAE-AISI-1030-G10300-Carbon-Steel,190.0,18.0,0.29,73.0,560.0,395.0,250,1460,1420,470,51.0,12.0,7.0,8.0,1.8,7.8,1.4,18,46,88.5,440.0,13.0,24.0,20.0,19.0,14.0,18.0,98.91,0.0,0.75,0.0,0.0,0.0,0.31000000000000005,0.0,0.0,0.02,0.025,30.596153846153847,0.0,0.0,0.0,0.0,0.0,155.0,265.0,400.0,47.07843137254902,0.0,441.9871794871795,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,SAE-AISI-1035-G10350-Carbon-Steel,190.0,17.0,0.29,73.0,595.0,415.0,250,1460,1420,470,51.0,12.0,7.0,8.0,1.8,7.8,1.4,18,46,89.0,495.0,13.0,24.0,21.0,20.0,14.0,19.0,98.84,0.0,0.75,0.0,0.0,0.0,0.35,0.0,0.0,0.02,0.025,30.692307692307693,0.0,0.0,0.0,0.0,0.0,170.0,275.0,400.0,48.14705882352941,0.0,442.3076923076923,0.0,0.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,SAE-AISI-1037-G10370-Carbon-Steel,190.0,17.0,0.29,73.0,610.0,430.0,250,1460,1420,470,51.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,91.5,525.0,13.0,24.0,21.5,20.5,14.0,19.0,98.75,0.0,0.85,0.0,0.0,0.0,0.35,0.0,0.0,0.02,0.025,30.78846153846154,0.0,0.0,0.0,0.0,0.0,175.0,280.0,400.0,49.21568627450981,0.0,442.62820512820514,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,SAE-AISI-1038-G10380-Carbon-Steel,190.0,17.0,0.29,73.0,615.0,430.0,250,1460,1420,470,51.0,12.0,7.0,8.0,1.8,7.8,1.4,18,46,91.5,530.0,13.0,24.0,22.0,20.5,14.0,19.5,98.82499999999999,0.0,0.75,0.0,0.0,0.0,0.385,0.0,0.0,0.02,0.025,30.884615384615387,0.0,0.0,0.0,0.0,0.0,175.0,285.0,400.0,50.28431372549019,0.0,442.94871794871796,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,SAE-AISI-1039-G10390-Carbon-Steel,190.0,16.0,0.29,73.0,650.0,460.0,250,1460,1420,470,51.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,91.0,600.0,13.0,24.0,23.0,21.0,14.0,20.5,98.7,0.0,0.85,0.0,0.0,0.0,0.405,0.0,0.0,0.02,0.025,30.980769230769234,0.0,0.0,0.0,0.0,0.0,190.0,300.0,400.0,51.35294117647059,0.0,443.2692307692308,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,SAE-AISI-1040-S40C-G10400-Carbon-Steel,190.0,16.5,0.29,73.0,605.0,425.0,250,1460,1420,470,51.0,12.0,7.0,8.0,1.8,7.8,1.4,18,46,87.5,515.0,13.0,24.0,21.5,20.0,14.0,19.0,98.815,0.0,0.75,0.0,0.0,0.0,0.405,0.0,0.0,0.02,0.025,31.07692307692308,0.0,0.0,0.0,0.0,0.0,170.0,280.0,400.0,52.42156862745098,0.0,443.5897435897436,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,SAE-AISI-1042-G10420-Carbon-Steel,190.0,16.0,0.29,73.0,660.0,460.0,250,1460,1420,470,52.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,90.5,610.0,13.0,24.0,23.5,21.5,14.0,21.0,98.75,0.0,0.75,0.0,0.0,0.0,0.435,0.0,0.0,0.02,0.025,31.173076923076923,0.0,0.0,0.0,0.0,0.0,190.0,300.0,400.0,53.49019607843137,0.0,443.9102564102564,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,SAE-AISI-1043-G10430-Carbon-Steel,190.0,15.5,0.29,73.0,680.0,475.0,250,1460,1420,470,51.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,93.5,650.0,13.0,24.0,24.0,21.5,14.0,21.5,98.65,0.0,0.85,0.0,0.0,0.0,0.435,0.0,0.0,0.02,0.025,31.26923076923077,0.0,0.0,0.0,0.0,0.0,195.0,310.0,400.0,54.55882352941176,0.0,444.2307692307692,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,SAE-AISI-1044-G10440-Carbon-Steel,190.0,18.0,0.29,72.0,620.0,340.0,250,1460,1420,470,51.0,12.0,7.0,8.0,1.8,7.8,1.4,18,45,94.0,320.0,13.0,24.0,22.0,21.0,14.0,20.0,99.035,0.0,0.44999999999999996,0.0,0.0,0.0,0.46499999999999997,0.0,0.0,0.02,0.025,31.365384615384617,0.0,0.0,0.0,0.0,0.0,180.0,230.0,400.0,55.627450980392155,0.0,444.55128205128204,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,SAE-AISI-1045-S45C-G10450-Carbon-Steel,190.0,15.5,0.29,72.0,650.0,455.0,250,1460,1420,470,51.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,88.5,600.0,13.0,24.0,23.0,21.5,14.0,21.0,98.75,0.0,0.75,0.0,0.0,0.0,0.46499999999999997,0.0,0.0,0.02,0.025,31.46153846153846,0.0,0.0,0.0,0.0,0.0,185.0,295.0,400.0,56.69607843137255,0.0,444.87179487179486,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,SAE-AISI-1046-G10460-Carbon-Steel,190.0,15.5,0.29,72.0,700.0,490.0,250,1460,1420,470,51.0,11.0,11.0,12.0,1.8,7.8,1.4,18,46,93.0,675.0,13.0,24.0,24.5,22.5,14.0,24.0,98.65,0.0,0.85,0.0,0.0,0.0,0.46499999999999997,0.0,0.0,0.02,0.025,31.557692307692307,0.0,0.0,0.0,0.0,0.0,200.0,315.0,400.0,57.76470588235294,0.0,445.1923076923077,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,SAE-AISI-1049-G10490-Carbon-Steel,190.0,14.0,0.29,72.0,715.0,505.0,250,1460,1420,470,51.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,87.0,730.0,13.0,24.0,25.5,22.5,14.0,23.0,98.7,0.0,0.75,0.0,0.0,0.0,0.495,0.0,0.0,0.02,0.025,31.653846153846153,0.0,0.0,0.0,0.0,0.0,210.0,325.0,400.0,58.833333333333336,0.0,445.5128205128205,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,SAE-AISI-1050-S53C-G10500-Carbon-Steel,190.0,14.0,0.29,72.0,740.0,520.0,250,1460,1420,470,51.0,12.0,7.0,8.1,1.8,7.8,1.4,18,46,90.5,765.0,13.0,24.0,26.5,23.0,14.0,23.5,98.7,0.0,0.75,0.0,0.0,0.0,0.515,0.0,0.0,0.02,0.025,31.75,0.0,0.0,0.0,0.0,0.0,210.0,330.0,400.0,59.90196078431372,0.0,445.8333333333333,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,SAE-AISI-1055-G10550-Carbon-Steel,190.0,12.5,0.29,72.0,740.0,515.0,250,1460,1420,470,51.0,12.0,11.0,12.0,1.8,7.8,1.4,18,46,82.5,755.0,13.0,24.0,26.0,23.0,14.0,23.5,98.65,0.0,0.75,0.0,0.0,0.0,0.55,0.0,0.0,0.02,0.025,31.846153846153847,0.0,0.0,0.0,0.0,0.0,220.0,325.0,400.0,60.970588235294116,0.0,446.1538461538462,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,SAE-AISI-1060-S58C-G10600-Carbon-Steel,190.0,11.5,0.29,72.0,680.0,470.0,250,1460,1420,470,51.0,12.0,9.6,11.0,1.8,7.8,1.4,19,46,70.0,610.0,13.0,24.0,24.0,22.0,14.0,22.0,98.65,0.0,0.75,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.02,0.025,31.942307692307693,0.0,0.0,0.0,0.0,0.0,200.0,300.0,400.0,62.03921568627451,0.0,446.474358974359,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,SAE-AISI-1064-G10640-Carbon-Steel,190.0,12.5,0.29,72.0,725.0,475.0,250,1460,1420,470,51.0,11.0,7.0,8.1,1.8,7.8,1.4,19,46,80.0,615.0,13.0,24.0,25.5,23.0,14.0,25.0,98.65,0.0,0.65,0.0,0.0,0.0,0.6499999999999999,0.0,0.0,0.02,0.025,32.03846153846154,0.0,0.0,0.0,0.0,0.0,220.0,300.0,400.0,63.1078431372549,0.0,446.7948717948718,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
